what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327039094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327040849
error,log,,,"Unhandled event loop exception",1343327041175
error,log,,,"Unhandled event loop exception",1343327041180
error,log,,,"Unhandled event loop exception",1343327041185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1343327042031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343327042203
error,log,,,"Unhandled event loop exception",1343327042455
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343327043452
error,log,,,"Unhandled event loop exception",1343327043722
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327044592
error,log,,,"Unhandled event loop exception",1343327044692
error,log,,,"Unhandled event loop exception",1343327044736
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343327050917
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343327052708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327055501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327057673
error,log,,,"Unhandled event loop exception",1343327057956
error,log,,,"Unhandled event loop exception",1343327057959
error,log,,,"Unhandled event loop exception",1343327057961
error,log,,,"Unhandled event loop exception",1343327058832
error,log,,,"Unhandled event loop exception",1343327059236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343327059873
error,log,,,"Unhandled event loop exception",1343327060611
error,log,,,"Unhandled event loop exception",1343327060827
error,log,,,"Unhandled event loop exception",1343327060861
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343327062658
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343327066990
error,log,,,"Unhandled event loop exception",1343327067242
error,log,,,"Unhandled event loop exception",1343327067828
error,log,,,"Unhandled event loop exception",1343327070801
error,log,,,"Unhandled event loop exception",1343327071744
error,log,,,"Unhandled event loop exception",1343327072183
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.active.elements",1343327091101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343327103592
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327109280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343327140654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327184091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327188898
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327189040
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327189179
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343327226360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327247147
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343327265828
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327289593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343327291106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343327291546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343327291577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327323764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327335264
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1343327338721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327371396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327377459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327502362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327507662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327512027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327514560
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1343327518367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327525313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327526892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327629363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343327633710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343327716411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343327718391
