what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343679984571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680062179
failed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1343680062190
error,log,,,"""Show Tooltip Description"" did not complete normally.  Please see the log for more information.",1343680062209
error,log,,,"Widget is disposed",1343680062210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680066378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680068800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680070774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1343680075608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343680077334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680084464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680084783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680085520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680090153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680090583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680091694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680104704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680183243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343680195757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343680195901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343680196044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343680196213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343680196372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343680196532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680204943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680223283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680249896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343680332363
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1343680342655
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343680361994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343680363068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343680372076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343681413029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1343681413069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343681420994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343681446982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343681452126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343681454145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343681483886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343681501501
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343681501526
