what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343671601040
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343671620800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343671628315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671639124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671641780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671641953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671648609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343671648725
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343671649375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671731389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671733661
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343671736664
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343671743701
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343671743776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671758615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671766539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671768371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343671780368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343671786339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343671789317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343671793999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343671794703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343671796213
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343671796213
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343671798286
